from,to,bayes-factor,posterior-probability
Other,Raccoon,1.0797760852609324,0.467910972854868
Other,Skunk,0.894130029608344,0.4213605895641225
Raccoon,Skunk,33155.128124868774,1
Raccoon,Other,16576.95012403229,0.9999259341554642
Skunk,Other,1.978113963123292,0.6170055179054179
Skunk,Raccoon,1.943766253120124,0.6128578306114135
